"arxiv_id","title","category"
"2512.19758v1","Attention Distance: A Novel Metric for Directed Fuzzing with Large Language Models","cs.AI"
"2512.17795v1","Intelligent Knowledge Mining Framework: Bridging AI Analysis and Trustworthy Preservation","cs.AI"
"2512.17774v1","MedNeXt-v2: Scaling 3D ConvNeXts for Large-Scale Supervised Representation Learning in Medical Image Segmentation","cs.AI"
"2512.17773v1","Pix2NPHM: Learning to Regress NPHM Reconstructions From a Single Image","cs.AI"
"2512.17771v1","Easy Adaptation: An Efficient Task-Specific Knowledge Injection Method for Large Models in Resource-Constrained Environments","cs.AI"
"2512.17769v1","Bangla MedER: Multi-BERT Ensemble Approach for the Recognition of Bangla Medical Entity","cs.AI"
"2512.17756v1","AncientBench: Towards Comprehensive Evaluation on Excavated and Transmitted Chinese Corpora","cs.AI"
"2512.17733v1","Diversity Recommendation via Causal Deconfounding of Co-purchase Relations and Counterfactual Exposure","cs.AI"
"2512.17722v1","Digital and Web Forensics Model Cards, V1","cs.AI"
"2512.17678v1","You Only Train Once: Differentiable Subset Selection for Omics Data","cs.AI"
"2512.17675v1","An Empirical Study of Sampling Hyperparameters in Diffusion-Based Super-Resolution","cs.AI"
"2512.17673v1","Learning Spatio-Temporal Feature Representations for Video-Based Gaze Estimation","cs.AI"
"2512.17667v1","STAR: Semantic-Traffic Alignment and Retrieval for Zero-Shot HTTPS Website Fingerprinting","cs.AI"
"2512.17637v1","About Time: Model-free Reinforcement Learning with Timed Reward Machines","cs.AI"
"2512.17636v1","Trust-Region Adaptive Policy Optimization","cs.AI"
"2512.17629v2","SCOPE: Sequential Causal Optimization of Process Interventions","cs.AI"
"2512.17984v1","A Hybrid Inductive-Transductive Network for Traffic Flow Imputation on Unsampled Locations","cs.AI"
"2512.17983v1","Parameter-Efficient Fine-Tuning for HAR: Integrating LoRA and QLoRA into Transformer Models","cs.AI"
"2512.17607v1","More Consistent Accuracy PINN via Alternating Easy-Hard Training","cs.AI"
"2512.17605v1","MGRegBench: A Novel Benchmark Dataset with Anatomical Landmarks for Mammography Image Registration","cs.AI"
"2512.20671v1","Bridging the AI Trustworthiness Gap between Functions and Norms","cs.AI"
"2512.17594v1","MAD-OOD: A Deep Learning Cluster-Driven Framework for an Out-of-Distribution Malware Detection and Classification","cs.AI"
"2512.17570v1","GreedySnake: Accelerating SSD-Offloaded LLM Training with Efficient Scheduling and Optimizer Step Overlapping","cs.AI"
"2512.17566v1","A unified FLAIR hyperintensity segmentation model for various CNS tumor types and acquisition time points","cs.AI"
"2512.17562v1","When De-noising Hurts: A Systematic Study of Speech Enhancement Effects on Modern Medical ASR Systems","cs.AI"
"2512.17559v1","Towards Explainable Conversational AI for Early Diagnosis with Large Language Models","cs.AI"
"2512.17979v1","Adaptive Agents in Spatial Double-Auction Markets: Modeling the Emergence of Industrial Symbiosis","cs.AI"
"2512.17545v1","ClothHMR: 3D Mesh Recovery of Humans in Diverse Clothing from Single Image","cs.AI"
"2512.17534v1","HydroGym: A Reinforcement Learning Platform for Fluid Dynamics","cs.AI"
"2512.17532v1","Robust-R1: Degradation-Aware Reasoning for Robust Visual Understanding","cs.AI"
"2512.17527v1","SafeBench-Seq: A Homology-Clustered, CPU-Only Baseline for Protein Hazard Screening with Physicochemical/Composition Features and Cluster-Aware Confidence Intervals","cs.AI"
"2512.17519v1","Key-Conditioned Orthonormal Transform Gating (K-OTG): Multi-Key Access Control with Hidden-State Scrambling for LoRA-Tuned Models","cs.AI"
"2512.17504v1","InsertAnywhere: Bridging 4D Scene Geometry and Diffusion Models for Realistic Video Object Insertion","cs.AI"
"2512.17470v1","Translating the Rashomon Effect to Sequential Decision-Making Tasks","cs.AI"
"2512.17462v1","Behavioural Effects of Agentic Messaging: A Case Study on a Financial Service Application","cs.AI"
"2512.17461v1","Fair Voting Methods as a Catalyst for Democratic Resilience: A Trilogy on Legitimacy, Impact and AI Safeguarding","cs.AI"
"2512.17453v1","A lightweight Spatial-Temporal Graph Neural Network for Long-term Time Series Forecasting","cs.AI"
"2512.17452v2","Learning What to Write: Write-Gated KV for Efficient Long-Context Inference","cs.AI"
"2512.17444v1","Assessing Long-Term Electricity Market Design for Ambitious Decarbonization Targets using Multi-Agent Reinforcement Learning","cs.AI"
"2512.17442v1","A Systematic Reproducibility Study of BSARec for Sequential Recommendation","cs.AI"
"2512.20670v1","Disentangling Fact from Sentiment: A Dynamic Conflict-Consensus Framework for Multimodal Fake News Detection","cs.AI"
"2512.20669v1","Improving Cardiac Risk Prediction Using Data Generation Techniques","cs.AI"
"2512.17419v1","SWE-Bench++: A Framework for the Scalable Generation of Software Engineering Benchmarks from Open-Source Repositories","cs.AI"
"2512.17412v1","Optimisation of Aircraft Maintenance Schedules","cs.AI"
"2512.17411v1","Detection and Analysis of Sensitive and Illegal Content on the Ethereum Blockchain Using Machine Learning Techniques","cs.AI"
"2512.20668v1","Forward Only Learning for Orthogonal Neural Networks of any Depth","cs.AI"
"2512.17396v1","RadImageNet-VQA: A Large-Scale CT and MRI Dataset for Radiologic Visual Question Answering","cs.AI"
"2512.17373v2","Dialectics for Artificial Intelligence","cs.AI"
"2512.17370v2","TakeAD: Preference-based Post-optimization for End-to-end Autonomous Driving with Expert Takeover Data","cs.AI"
"2512.17352v1","Adaptive Graph Pruning with Sudden-Events Evaluation for Traffic Prediction using Online Semi-Decentralized ST-GNNs","cs.AI"
"2512.17972v1","Re-assessing the evidence for mental rotation abilities in children using computational models","cs.AI"
"2512.17319v1","A Benchmark for Ultra-High-Resolution Remote Sensing MLLMs","cs.AI"
"2512.17316v1","Explanation Beyond Intuition: A Testable Criterion for Inherent Explainability","cs.AI"
"2512.17308v1","Large Language Models as Pokémon Battle Agents: Strategic Play and Content Generation","cs.AI"
"2512.17299v1","M2RU: Memristive Minion Recurrent Unit for Continual Learning at the Edge","cs.AI"
"2512.17293v1","Robust TTS Training via Self-Purifying Flow Matching for the WildSpoof 2026 TTS Track","cs.AI"
"2512.17289v1","Subjective Question Generation and Answer Evaluation using NLP","cs.AI"
"2512.17278v1","WDFFU-Mamba: A Wavelet-guided Dual-attention Feature Fusion Mamba for Breast Tumor Segmentation in Ultrasound Images","cs.AI"
"2512.17270v1","Understanding Generalization in Role-Playing Models via Information Theory","cs.AI"
"2512.20666v1","Dominating vs. Dominated: Generative Collapse in Diffusion Models","cs.AI"
"2512.17267v1","AutoMetrics: Approximate Human Judgements with Automatically Generated Evaluators","cs.AI"
"2512.17266v2","ScoutGPT: Capturing Player Impact from Team Action Sequences Using GPT-Based Framework","cs.AI"
"2512.17970v1","CodeGEMM: A Codebook-Centric Approach to Efficient GEMM in Quantized LLMs","cs.AI"
"2512.17259v1","Verifiability-First Agents: Provable Observability and Lightweight Audit Agents for Controlling Autonomous LLM Systems","cs.AI"
"2512.17255v1","From Priors to Predictions: Explaining and Visualizing Human Reasoning in a Graph Neural Network Framework","cs.AI"
"2512.17251v1","AlignDP: Hybrid Differential Privacy with Rarity-Aware Protection for LLMs","cs.AI"
"2512.17250v1","Accelerating Multi-modal LLM Gaming Performance via Input Prediction and Mishit Correction","cs.AI"
"2512.20664v1","Eidoku: A Neuro-Symbolic Verification Gate for LLM Reasoning via Structural Constraint Satisfaction","cs.AI"
"2512.17247v1","Incorporating Error Level Noise Embedding for Improving LLM-Assisted Robustness in Persian Speech Recognition","cs.AI"
"2512.17239v1","Privacy-Preserving Synthetic Dataset of Individual Daily Trajectories for City-Scale Mobility Analytics","cs.AI"
"2512.17218v1","The Role of Islamic Ethics in Preventing the Abuse of Artificial Intelligence (AI) Based Deepfakes","cs.AI"
"2512.17215v1","Research on Dead Reckoning Algorithm for Self-Propelled Pipeline Robots in Three-Dimensional Complex Pipelines","cs.AI"
"2512.17969v1","Convolutional-neural-operator-based transfer learning for solving PDEs","cs.AI"
"2512.17202v1","Fose: Fusion of One-Step Diffusion and End-to-End Network for Pansharpening","cs.AI"
"2512.17196v1","UmniBench: Unified Understand and Generation Model Oriented Omni-dimensional Benchmark","cs.AI"
"2512.17194v1","MMRAG-RFT: Two-stage Reinforcement Fine-tuning for Explainable Multi-modal Retrieval-augmented Generation","cs.AI"
"2512.20662v1","Quantifying Laziness, Decoding Suboptimality, and Context Degradation in Large Language Models","cs.AI"
"2512.17185v1","Systemic Risk Radar: A Multi-Layer Graph Framework for Early Market Crash Warning","cs.AI"
"2512.17180v2","Conservative Bias in Multi-Teacher Learning: Why Agents Prefer Low-Reward Advisors","cs.AI"
"2512.17172v1","PILAR: Personalizing Augmented Reality Interactions with LLM-based Human-Centric and Trustworthy Explanations for Daily Use Cases","cs.AI"
"2512.20661v1","From Fake Focus to Real Precision: Confusion-Driven Adversarial Attention Learning in Transformers","cs.AI"
"2512.17968v1","A Critical Review of Monte Carlo Algorithms Balancing Performance and Probabilistic Accuracy with AI Augmented Framework","cs.AI"
"2512.19753v1","QMBench: A Research Level Benchmark for Quantum Materials Research","cs.AI"
"2512.17145v2","Solomonoff-Inspired Hypothesis Ranking with LLMs for Prediction Under Uncertainty","cs.AI"
"2512.17137v1","SDUM: A Scalable Deep Unrolled Model for Universal MRI Reconstruction","cs.AI"
"2512.17131v1","Smoothing DiLoCo with Primal Averaging for Faster Training of LLMs","cs.AI"
"2512.17102v1","Reinforcement Learning for Self-Improving Agent with Skill Library","cs.AI"
"2512.17100v2","UniCoMTE: A Universal Counterfactual Framework for Explaining Time-Series Classifiers on ECG Data","cs.AI"
"2512.17093v1","A Solver-in-the-Loop Framework for Improving LLMs on Answer Set Programming for Logic Puzzle Solving","cs.AI"
"2512.17091v1","Learning to Plan, Planning to Learn: Adaptive Hierarchical RL-MPC for Sample-Efficient Decision Making","cs.AI"
"2512.17090v1","How to Square Tensor Networks and Circuits Without Squaring Them","cs.AI"
"2512.17086v1","Value Under Ignorance in Universal Artificial Intelligence","cs.AI"
"2512.17083v2","When F1 Fails: Granularity-Aware Evaluation for Dialogue Topic Segmentation","cs.AI"
"2512.17079v1","Can Large Reasoning Models Improve Accuracy on Mathematical Tasks Using Flawed Thinking?","cs.AI"
"2512.17067v1","Bots Don't Sit Still: A Longitudinal Study of Bot Behaviour Change, Temporal Drift, and Feature-Structure Evolution","cs.AI"
"2512.17066v1","Realistic threat perception drives intergroup conflict: A causal, dynamic analysis using generative-agent simulations","cs.AI"
"2512.17060v1","On the Role of Contextual Information and Ego States in LLM Agent Behavior for Transactional Analysis Dialogues","cs.AI"
"2512.17053v1","Knowledge Distillation with Structured Chain-of-Thought for Text-to-SQL","cs.AI"
"2512.17048v1","Another Fit Bites the Dust: Conformal Prediction as a Calibration Standard for Machine Learning in High-Energy Physics","cs.AI"
"2512.17043v1","UniRel-R1: RL-tuned LLM Reasoning for Knowledge Graph Relational Question Answering","cs.AI"
"2512.17041v1","Security Risks of Agentic Vehicles: A Systematic Analysis of Cognitive and Cross-Layer Threats","cs.AI"
"2512.17029v1","Adversarial VR: An Open-Source Testbed for Evaluating Adversarial Robustness of VR Cybersickness Detection and Mitigation","cs.AI"
"2512.17028v1","A Women's Health Benchmark for Large Language Models","cs.AI"
"2512.17027v1","Unexpected Knowledge: Auditing Wikipedia and Grokipedia Search Recommendations","cs.AI"
"2512.16920v1","EasyV2V: A High-quality Instruction-based Video Editing Framework","cs.AI"
"2512.16919v1","DVGT: Driving Visual Geometry Transformer","cs.AI"
"2512.16921v1","Differences That Matter: Auditing Models for Capability Gap Discovery and Rectification","cs.AI"
"2512.16917v1","Generative Adversarial Reasoner: Enhancing LLM Reasoning with Adversarial Reinforcement Learning","cs.AI"
"2512.16912v2","Exploration vs Exploitation: Rethinking RLVR through Clipping, Entropy, and Spurious Reward","cs.AI"
"2512.17796v1","Animate Any Character in Any World","cs.AI"
"2512.16911v1","Posterior Behavioral Cloning: Pretraining BC Policies for Efficient RL Finetuning","cs.AI"
"2512.16907v1","Flowing from Reasoning to Motion: Learning 3D Hand Trajectory Prediction from Egocentric Human Interaction Videos","cs.AI"
"2512.16901v1","Impacts of Racial Bias in Historical Training Data for News AI","cs.AI"
"2512.16891v1","LinkedOut: Linking World Knowledge Representation Out of Video LLM for Next-Generation Video Recommendation","cs.AI"
"2512.16876v1","Training Together, Diagnosing Better: Federated Learning for Collagen VI-Related Dystrophies","cs.AI"
"2512.16874v1","Pixel Seal: Adversarial-only training for invisible image and video watermarking","cs.AI"
"2512.16873v1","The Social Responsibility Stack: A Control-Theoretic Architecture for Governing Socio-Technical AI","cs.AI"
"2512.16871v1","Sequencing to Mitigate Catastrophic Forgetting in Continual Learning","cs.AI"
"2512.16866v1","Semi-Supervised Online Learning on the Edge by Transforming Knowledge from Teacher Models","cs.AI"
"2512.16861v1","ReinforceGen: Hybrid Skill Policies with Automated Data Generation and Reinforcement Learning","cs.AI"
"2512.16856v1","Distributional AGI Safety","cs.AI"
"2512.16855v1","TOGGLE: Temporal Logic-Guided Large Language Model Compression for Edge","cs.AI"
"2512.16853v1","GenEval 2: Addressing Benchmark Drift in Text-to-Image Evaluation","cs.AI"
"2512.16851v1","PrivateXR: Defending Privacy Attacks in Extended Reality Through Explainable AI-Guided Differential Privacy","cs.AI"
"2512.16848v1","Meta-RL Induces Exploration in Language Agents","cs.AI"
"2512.16843v1","LLMCache: Layer-Wise Caching Strategies for Accelerated Reuse in Transformer Inference","cs.AI"
"2512.16842v1","OPENTOUCH: Bringing Full-Hand Touch to Real-World Interaction","cs.AI"
"2512.16826v1","Next-Generation License Plate Detection and Recognition System using YOLOv8","cs.AI"
"2512.16814v1","Grammar-Forced Translation of Natural Language to Temporal Logic using LLMs","cs.AI"
"2512.16813v1","Coordinated Anti-Jamming Resilience in Swarm Networks via Multi-Agent Reinforcement Learning","cs.AI"
"2512.16795v1","From Facts to Conclusions : Integrating Deductive Reasoning in Retrieval-Augmented LLMs","cs.AI"
"2512.16792v1","Delay-Aware Multi-Stage Edge Server Upgrade with Budget Constraint","cs.AI"
"2512.16791v1","KineST: A Kinematics-guided Spatiotemporal State Space Model for Human Motion Tracking from Sparse Signals","cs.AI"
"2512.16975v1","InfoTok: Adaptive Discrete Video Tokenizer via Information-Theoretic Compression","cs.AI"
"2512.16780v1","Towards Mass Spectrum Analysis with ASP","cs.AI"
"2512.16770v1","GinSign: Grounding Natural Language Into System Signatures for Temporal Logic Translation","cs.AI"
"2512.16755v1","CitySeeker: How Do VLMS Explore Embodied Urban Navigation With Implicit Human Needs?","cs.AI"
"2512.16750v1","Plausibility as Failure: How LLMs and Humans Co-Construct Epistemic Error","cs.AI"
"2512.16743v1","TreeNet: A Light Weight Model for Low Bitrate Image Compression","cs.AI"
"2512.16739v1","AI-Driven Prediction of Cancer Pain Episodes: A Hybrid Decision Support Approach","cs.AI"
"2512.16733v2","Discovering and Learning Probabilistic Models of Black-Box AI Capabilities","cs.AI"
"2512.16715v2","Towards Reproducibility in Predictive Process Mining: SPICE -- A Deep Learning Library","cs.AI"
"2512.16707v2","Dual Computational Horizons: Incompleteness and Unpredictability in Intelligent Systems","cs.AI"
"2512.16701v1","Cyber Humanism in Education: Reclaiming Agency through AI and Learning Sciences","cs.AI"
"2512.16698v1","Do Multi-Agents Solve Better Than Single? Evaluating Agentic Frameworks for Diagram-Grounded Geometry Problem Solving and Reasoning","cs.AI"
"2512.16694v1","Unsupervised Thematic Clustering Of hadith Texts Using The Apriori Algorithm","cs.AI"
"2512.16685v1","Few-Shot Fingerprinting Subject Re-Identification in 3D-MRI and 2D-X-Ray","cs.AI"
"2512.16661v2","Microsoft Academic Graph Information Retrieval for Research Recommendation and Assistance","cs.AI"
"2512.20660v1","Managing the Stochastic: Foundations of Learning in Neuro-Symbolic Systems for Software Engineering","cs.AI"
"2512.16658v1","Protecting Deep Neural Network Intellectual Property with Chaos-Based White-Box Watermarking","cs.AI"
"2512.16656v1","Comprehensive AI Literacy: The Case for Centering Human Agency","cs.AI"
"2512.16650v1","Prefix Probing: Lightweight Harmful Content Detection for Large Language Models","cs.AI"
"2512.16644v1","Implementing a Sharia Chatbot as a Consultation Medium for Questions About Islam","cs.AI"
"2512.16626v1","Stackelberg Learning from Human Feedback: Preference Optimization as a Sequential Game","cs.AI"
"2512.16614v1","Don't Guess, Escalate: Towards Explainable Uncertainty-Calibrated AI Forensic Agents","cs.AI"
"2512.16602v1","Refusal Steering: Fine-grained Control over LLM Refusal Behaviour for Sensitive Topics","cs.AI"
"2512.16586v1","Yuan-TecSwin: A text conditioned Diffusion model with Swin-transformer blocks","cs.AI"
"2512.16553v1","Needle in the Web: A Benchmark for Retrieving Targeted Web Pages in the Wild","cs.AI"
"2512.16532v1","From Personalization to Prejudice: Bias and Discrimination in Memory-Enhanced AI Agents for Recruitment","cs.AI"
"2512.16531v3","Scaling Laws for Energy Efficiency of Local LLMs","cs.AI"
"2512.16530v1","Plain language adaptations of biomedical text using LLMs: Comparision of evaluation metrics","cs.AI"
"2512.16529v2","ParamExplorer: A framework for exploring parameters in generative art","cs.AI"
"2512.16523v1","TTP: Test-Time Padding for Adversarial Detection and Robust Adaptation on Vision-Language Models","cs.AI"
"2512.16515v2","The Universe Learning Itself: On the Evolution of Dynamics from the Big Bang to Machine Intelligence","cs.AI"
"2512.16512v1","XTC, A Research Platform for Optimizing AI Workload Operators","cs.AI"
"2512.16494v1","PoseMoE: Mixture-of-Experts Network for Monocular 3D Human Pose Estimation","cs.AI"
"2512.16491v2","Best Practices For Empirical Meta-Algorithmic Research: Guidelines from the COSEAL Research Network","cs.AI"
"2512.16970v1","PAACE: A Plan-Aware Automated Agent Context Engineering Framework","cs.AI"
"2512.16485v1","Smile on the Face, Sadness in the Eyes: Bridging the Emotion Gap with a Multimodal Dataset of Eye and Facial Behaviors","cs.AI"
"2512.16484v1","Guiding Perception-Reasoning Closer to Human in Blind Image Quality Assessment","cs.AI"
"2512.16969v1","Probing Scientific General Intelligence of LLMs with Scientist-Aligned Workflows","cs.AI"
"2512.16468v1","Quantifying and Bridging the Fidelity Gap: A Decisive-Feature Approach to Comparing Synthetic and Real Imagery","cs.AI"
"2512.16465v2","cuPilot: A Strategy-Coordinated Multi-agent Framework for CUDA Kernel Evolution","cs.AI"
"2512.16455v1","AI4EOSC: a Federated Cloud Platform for Artificial Intelligence in Scientific Research","cs.AI"
"2512.16453v1","TimeSeries2Report prompting enables adaptive large language model management of lithium-ion batteries","cs.AI"
"2512.16448v1","IoMT-based Automated Leukemia Classification using CNN and Higher Order Singular Value","cs.AI"
"2512.16447v1","Towards AI-Supported Research: a Vision of the TIB AIssistant","cs.AI"
"2512.16446v1","E-SDS: Environment-aware See it, Do it, Sorted - Automated Environment-Aware Reinforcement Learning for Humanoid Locomotion","cs.AI"
"2512.16445v1","Topic Modelling Black Box Optimization","cs.AI"
"2512.16444v1","StarCraft+: Benchmarking Multi-agent Algorithms in Adversary Paradigm","cs.AI"
"2512.16442v1","TIB AIssistant: a Platform for AI-Supported Research Across Research Life Cycles","cs.AI"
"2512.16433v1","Emergent Bias and Fairness in Multi-Agent Decision Systems","cs.AI"
"2512.16425v1","Introducing ORKG ASK: an AI-driven Scholarly Literature Search and Exploration System Taking a Neuro-Symbolic Approach","cs.AI"
"2512.16424v1","Synthelite: Chemist-aligned and feasibility-aware synthesis planning with LLMs","cs.AI"
"2512.16406v1","Hypernetworks That Evolve Themselves","cs.AI"
"2512.16397v1","Using Gaussian Splats to Create High-Fidelity Facial Geometry and Texture","cs.AI"
"2512.16392v1","PCIA: A Path Construction Imitation Algorithm for Global Optimization","cs.AI"
"2512.16391v1","Kascade: A Practical Sparse Attention Method for Long-Context LLM Inference","cs.AI"
"2512.16378v2","Hearing to Translate: The Effectiveness of Speech Modality Integration into LLMs","cs.AI"
"2512.16349v1","Collaborative Edge-to-Server Inference for Vision-Language Models","cs.AI"
"2512.16344v1","AI Needs Physics More Than Physics Needs AI","cs.AI"
"2512.16334v3","Pretrained Battery Transformer (PBT): A battery life prediction foundation model","cs.AI"
"2512.16317v1","Design and Evaluation of Cost-Aware PoQ for Decentralized LLM Inference","cs.AI"
"2512.16310v1","Agent Tools Orchestration Leaks More: Dataset, Benchmark, and Mitigation","cs.AI"
"2512.16307v1","Beyond the Benchmark: Innovative Defenses Against Prompt Injection Attacks","cs.AI"
"2512.17958v1","Real-Time Human-Robot Interaction Intent Detection Using RGB-based Pose and Emotion Cues with Cross-Camera Model Generalization","cs.AI"
"2512.16303v1","PixelArena: A benchmark for Pixel-Precision Visual Intelligence","cs.AI"
"2512.16301v2","Adaptation of Agentic AI","cs.AI"
"2512.16300v1","Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection","cs.AI"
"2512.16962v1","MemoryGraft: Persistent Compromise of LLM Agents via Poisoned Experience Retrieval","cs.AI"
"2512.16297v1","Feature-Selective Representation Misdirection for Machine Unlearning","cs.AI"
"2512.16295v1","OS-Oracle: A Comprehensive Framework for Cross-Platform GUI Critic Models","cs.AI"
"2512.16282v1","CKA-Guided Modular Quantization: Beyond Bit-Width to Algorithmic Diversity","cs.AI"
"2512.16280v2","Love, Lies, and Language Models: Investigating AI's Role in Romance-Baiting Scams","cs.AI"
"2512.16279v1","QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems","cs.AI"
"2512.16275v1","GFLAN: Generative Functional Layouts","cs.AI"
"2512.16272v1","Beyond Blind Spots: Analytic Hints for Mitigating LLM-Based Evaluation Pitfalls","cs.AI"
"2512.16271v1","Domain-Agnostic Causal-Aware Audio Transformer for Infant Cry Classification","cs.AI"
"2512.16270v1","TextEditBench: Evaluating Reasoning-aware Text Editing Beyond Rendering","cs.AI"
"2512.16262v1","Learning to Wait: Synchronizing Agents with the Physical World","cs.AI"
"2512.16251v2","Interpretable Deep Learning for Stock Returns: A Consensus-Bottleneck Asset Pricing Model","cs.AI"
"2512.16250v1","AMUSE: Audio-Visual Benchmark and Alignment Framework for Agentic Multi-Speaker Understanding","cs.AI"
"2512.16248v2","Sigma-MoE-Tiny Technical Report","cs.AI"
"2512.16245v1","AlignMerge - Alignment-Preserving Large Language Model Merging via Fisher-Guided Geometric Constraints","cs.AI"
"2512.16244v2","Coarse-to-Fine Open-Set Graph Node Classification with Large Language Models","cs.AI"
"2512.16237v1","Scaling Spatial Reasoning in MLLMs through Programmatic Data Synthesis","cs.AI"
"2512.16236v1","The Evolution of Reranking Models in Information Retrieval: From Heuristic Methods to Large Language Models","cs.AI"
"2512.16235v1","AI-Powered Dermatological Diagnosis: From Interpretable Models to Clinical Implementation A Comprehensive Framework for Accessible and Trustworthy Skin Disease Detection","cs.AI"
"2512.16227v1","An Information-Theoretic Framework for Robust Large Language Model Editing","cs.AI"
"2512.16221v1","Neural emulation of gravity-driven geohazard runout","cs.AI"
"2512.16214v2","PDE-Agent: A toolchain-augmented multi-agent framework for PDE solving","cs.AI"
"2512.20655v1","MaskOpt: A Large-Scale Mask Optimization Dataset to Advance AI in Integrated Circuit Manufacturing","cs.AI"
"2512.16202v1","Open Ad-hoc Categorization with Contextualized Feature Learning","cs.AI"
"2512.16185v1","Weighted K-Harmonic Means Clustering: Convergence Analysis and Applications to Wireless Communications","cs.AI"
"2512.16178v1","Towards Closing the Domain Gap with Event Cameras","cs.AI"
"2512.16171v1","Science Consultant Agent","cs.AI"
"2512.16167v1","Ev-Trust: A Strategy Equilibrium Trust Mechanism for Evolutionary Games in LLM-Based Multi-Agent Services","cs.AI"
"2512.16164v1","C-DGPA: Class-Centric Dual-Alignment Generative Prompt Adaptation","cs.AI"
"2512.17956v1","Victor Calibration (VC): Multi-Pass Confidence Calibration and CP4.3 Governance Stress Test under Round-Table Orchestration","cs.AI"
"2512.16149v1","ToolForge: A Data Synthesis Pipeline for Multi-Hop Search without Real-World APIs","cs.AI"
"2512.16147v1","Decoding Fake Narratives in Spreading Hateful Stories: A Dual-Head RoBERTa Model with Multi-Task Learning","cs.AI"
"2512.16145v1","MRG-R1: Reinforcement Learning for Clinically Aligned Medical Report Generation","cs.AI"
"2512.16144v1","INTELLECT-3: Technical Report","cs.AI"
"2512.16123v1","Autoencoder-based Denoising Defense against Adversarial Attacks on Object Detection","cs.AI"
"2512.16108v1","WeMusic-Agent: Efficient Conversational Music Recommendation via Knowledge Internalization and Agentic Boundary Learning","cs.AI"
"2512.16106v1","ModelTables: A Corpus of Tables about Models","cs.AI"
"2512.16103v1","AIMM: An AI-Driven Multimodal Framework for Detecting Social-Media-Influenced Stock Market Manipulation","cs.AI"
"2512.16093v1","TurboDiffusion: Accelerating Video Diffusion Models by 100-200 Times","cs.AI"
"2512.16089v1","LAPX: Lightweight Hourglass Network with Global Context","cs.AI"
"2512.16083v1","Scaling Text2SQL via LLM-efficient Schema Filtering with Functional Dependency Graph Rerankers","cs.AI"
"2512.16081v1","Evaluation of Generative Models for Emotional 3D Animation Generation in VR","cs.AI"
"2512.16071v1","Feasibility of Radio Frequency Based Wireless Sensing of Lead Contamination in Soil","cs.AI"
"2512.16063v1","A Multi-Agent Large Language Model Framework for Automated Qualitative Analysis","cs.AI"
"2512.16046v1","CauSTream: Causal Spatio-Temporal Representation Learning for Streamflow Forecasting","cs.AI"
"2512.16041v1","Are We on the Right Way to Assessing LLM-as-a-Judge?","cs.AI"
"2512.16036v1","Topic Discovery and Classification for Responsible Generative AI Adaptation in Higher Education","cs.AI"
"2512.16030v1","Do Large Language Models Know What They Don't Know? Kalshibench: A New Benchmark for Evaluating Epistemic Calibration via Prediction Markets","cs.AI"
"2512.16029v1","Cross-Language Bias Examination in Large Language Models","cs.AI"
"2512.19743v1","From Theory to Throughput: CUDA-Optimized APML for Large-Batch 3D Learning","cs.AI"
"2512.16022v1","Conversational Time Series Foundation Models: Towards Explainable and Effective Forecasting","cs.AI"
"2512.16019v1","Few-Shot Inference of Human Perceptions of Robot Performance in Social Navigation Scenarios","cs.AI"
"2512.16013v1","Towards Fine-Tuning-Based Site Calibration for Knowledge-Guided Machine Learning: A Summary of Results","cs.AI"
"2512.15998v1","Surrogate Neural Architecture Codesign Package (SNAC-Pack)","cs.AI"
"2512.15987v1","Provably Extracting the Features from a General Superposition","cs.AI"
"2512.15980v1","Embedding Software Intent: Lightweight Java Module Recovery","cs.AI"
"2512.15979v1","OLAF: Towards Robust LLM-Based Annotation Framework in Empirical Software Engineering","cs.AI"
"2512.15959v1","BRAID: Bounded Reasoning for Autonomous Inference and Decisions","cs.AI"
"2512.15957v1","Seeing is Believing (and Predicting): Context-Aware Multi-Human Behavior Prediction with Vision Language Models","cs.AI"
"2512.15948v1","Subjective functions","cs.AI"
"2512.15943v1","Small Language Models for Efficient Agentic Tool Calling: Outperforming Large Models with Targeted Fine-tuning","cs.AI"
"2512.15938v1","SALVE: Sparse Autoencoder-Latent Vector Editing for Mechanistic Control of Neural Networks","cs.AI"
"2512.15930v1","Scalable Agentic Reasoning for Designing Biologics Targeting Intrinsically Disordered Proteins","cs.AI"
"2512.15925v1","Social Story Frames: Contextual Reasoning about Narrative Intent and Reception","cs.AI"
"2512.15922v1","Leveraging Spreading Activation for Improved Document Retrieval in Knowledge-Graph-Based RAG Systems","cs.AI"
"2512.15906v1","Darth Vecdor: An Open-Source System for Generating Knowledge Graphs Through Large Language Model Queries","cs.AI"
"2512.15894v1","PediatricAnxietyBench: Evaluating Large Language Model Safety Under Parental Anxiety and Pressure in Pediatric Consultations","cs.AI"
"2512.15892v1","VET Your Agent: Towards Host-Independent Autonomy via Verifiable Execution Traces","cs.AI"
"2512.15891v1","Dynamical Mechanisms for Coordinating Long-term Working Memory Based on the Precision of Spike-timing in Cortical Neurons","cs.AI"
"2512.15885v1","Seeing Beyond Words: Self-Supervised Visual Learning for Multimodal Large Language Models","cs.AI"
"2512.15716v1","Spatia: Video Generation with Updatable Spatial Memory","cs.AI"
